name,typ,node,maxcap,heat_rate,mincap,var_om,fix_om,st_cost,ramp,minup,mindn
New Bern_17,must,9483,0.3,11.94505002,0,1,1,1,0.3,1,1
New Bern_18,must,9483,0.3,11.94505002,0,1,1,1,0.3,1,1
New Bern_2,must,9483,0.3,11.94505002,0,1,1,1,0.3,1,1
New Bern_3,must,9483,0.3,11.94505002,0,1,1,1,0.3,1,1
New Bern_4,must,9483,0.3,11.94505002,0,1,1,1,0.3,1,1
New Bern_5,must,9483,0.3,11.94505002,0,1,1,1,0.3,1,1
New Bern_6,must,9483,0.3,11.94505002,0,1,1,1,0.3,1,1
New Bern_7,must,9483,0.3,11.94505002,0,1,1,1,0.3,1,1
New Bern_8,must,9483,0.3,11.94505002,0,1,1,1,0.3,1,1
New Bern_9,must,9483,0.3,11.94505002,0,1,1,1,0.3,1,1
Onslow Power Producers_GEN1,must,9838,2,13.62295715,0,1,1,1,2,1,1
Reventure Park_LFG,must,6680,1.9,10.87585453,0,1,1,1,1.9,1,1
Reventure Park_RNG,must,6680,1.6,10.87585304,0,1,1,1,1.6,1,1
Robeson County LFG to Energy_GEN01,must,7092,1,14.2904908,0,1,1,1,1,1,1
Robeson County LFG to Energy_GEN02,must,7092,1,14.2904908,0,1,1,1,1,1,1
Sampson County Disposal_GEN1,must,13956,1.6,10.68842068,0,1,1,1,1.6,1,1
Sampson County Disposal_GEN2,must,13956,1.6,10.68842068,0,1,1,1,1.6,1,1
Sampson County Disposal_GEN3,must,13956,1.6,10.68842068,0,1,1,1,1.6,1,1
Sampson County Disposal_GEN4,must,13956,1.6,10.68842068,0,1,1,1,1.6,1,1
Sampson County Disposal_GEN5,must,13956,1.6,10.68842068,0,1,1,1,1.6,1,1
Sampson County Disposal_GEN6,must,13956,1.6,10.68842068,0,1,1,1,1.6,1,1
UNC-CH LFG Facility_LFG1,must,4169,1,10.9687157,0,1,1,1,1,1,1
Uwharrie Mountain Renewable_1,must,15690,1.6,10.3886289,0,1,1,1,1.6,1,1
Uwharrie Mountain Renewable_2,must,15690,1.6,10.3886289,0,1,1,1,1.6,1,1
Uwharrie Mountain Renewable_3,must,15690,1.6,10.3886289,0,1,1,1,1.6,1,1
Uwharrie Mountain Renewable_4,must,15690,1.6,10.3886289,0,1,1,1,1.6,1,1
Uwharrie Mountain Renewable_5,must,15690,1.6,10.3886289,0,1,1,1,1.6,1,1
Uwharrie Mountain Renewable_6,must,15690,1.6,10.3886289,0,1,1,1,1.6,1,1
Wake County LFG Facility_E1,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E10,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E11,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E12,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E13,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E14,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E15,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E16,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E17,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E18,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E19,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E2,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E20,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E21,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E22,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E23,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E24,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E3,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E4,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E5,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E6,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E7,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E8,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Wake County LFG Facility_E9,must,28771,0.3,10.68819737,0,1,1,1,0.3,1,1
Waste Management Piedmont LFGTE Project_GEN1,must,6682,0.8,11.91143526,0,1,1,1,0.8,1,1
Waste Management Piedmont LFGTE Project_GEN2,must,6682,0.8,11.91143526,0,1,1,1,0.8,1,1
Waste Management Piedmont LFGTE Project_GEN3,must,6682,0.8,11.91143526,0,1,1,1,0.8,1,1
Brunswick Nuclear_1,must,28669,1001.6,10.14099054,0,1,1,1,1001.6,1,1
Brunswick Nuclear_2,must,28669,1001.6,10.76830665,0,1,1,1,1001.6,1,1
Harris_1,must,319,950.9,10.45464867,0,1,1,1,950.9,1,1
McGuire_1,must,6646,1220.3,10.90544247,0,1,1,1,1220.3,1,1
McGuire_2,must,6646,1220.3,10.00385509,0,1,1,1,1220.3,1,1
PCS Phosphate_GEN1,must,9862,54,9.117999117,0,1,1,1,54,1,1
slack1,slack,28601,10000,1000,0,10000,10000,10000,10000,1,1
