,Node,Time,Value
0,n_10002,1,0.0
1,n_10002,2,0.0
2,n_10002,3,0.0
3,n_10002,4,0.0
4,n_10002,5,0.0
5,n_10002,6,0.0
6,n_10002,7,0.0
7,n_10002,8,0.0
8,n_10002,9,0.0
9,n_10002,10,0.0
10,n_10002,11,0.0
11,n_10002,12,0.0
12,n_10002,13,0.0
13,n_10002,14,0.0
14,n_10002,15,0.0
15,n_10002,16,0.0
16,n_10002,17,0.0
17,n_10002,18,0.0
18,n_10002,19,0.0
19,n_10002,20,0.0
20,n_10002,21,0.0
21,n_10002,22,0.0
22,n_10002,23,0.0
23,n_10002,24,0.0
24,n_10009,1,-8.384404281969182e-13
25,n_10009,2,-1.1795009413617663e-12
26,n_10009,3,-7.958078640513122e-13
27,n_10009,4,-6.536993168992922e-13
28,n_10009,5,-7.389644451905042e-13
29,n_10009,6,-7.389644451905042e-13
30,n_10009,7,-9.663381206337363e-13
31,n_10009,8,-1.1510792319313623e-12
32,n_10009,9,0.0
33,n_10009,10,0.0
34,n_10009,11,0.0
35,n_10009,12,0.0
36,n_10009,13,0.0
37,n_10009,14,0.0
38,n_10009,15,0.0
39,n_10009,16,0.0
40,n_10009,17,0.0
41,n_10009,18,0.0
42,n_10009,19,0.0
43,n_10009,20,0.0
44,n_10009,21,0.0
45,n_10009,22,-1.2789769243681803e-12
46,n_10009,23,-8.242295734817162e-13
47,n_10009,24,-1.3073986337985843e-12
48,n_10012,1,0.0
49,n_10012,2,0.0
50,n_10012,3,0.0
51,n_10012,4,0.0
52,n_10012,5,0.0
53,n_10012,6,0.0
54,n_10012,7,0.0
55,n_10012,8,0.0
56,n_10012,9,0.0
57,n_10012,10,0.0
58,n_10012,11,0.0
59,n_10012,12,0.0
60,n_10012,13,0.0
61,n_10012,14,0.0
62,n_10012,15,0.0
63,n_10012,16,0.0
64,n_10012,17,0.0
65,n_10012,18,0.0
66,n_10012,19,0.0
67,n_10012,20,0.0
68,n_10012,21,0.0
69,n_10012,22,0.0
70,n_10012,23,0.0
71,n_10012,24,0.0
72,n_10013,1,0.0
73,n_10013,2,0.0
74,n_10013,3,0.0
75,n_10013,4,0.0
76,n_10013,5,0.0
77,n_10013,6,0.0
78,n_10013,7,0.0
79,n_10013,8,0.0
80,n_10013,9,0.0
81,n_10013,10,0.0
82,n_10013,11,0.0
83,n_10013,12,0.0
84,n_10013,13,0.0
85,n_10013,14,0.0
86,n_10013,15,0.0
87,n_10013,16,0.0
88,n_10013,17,0.0
89,n_10013,18,0.0
90,n_10013,19,0.0
91,n_10013,20,0.0
92,n_10013,21,0.0
93,n_10013,22,0.0
94,n_10013,23,0.0
95,n_10013,24,0.0
96,n_10014,1,0.0
97,n_10014,2,0.0
98,n_10014,3,0.0
99,n_10014,4,0.0
100,n_10014,5,0.0
101,n_10014,6,0.0
102,n_10014,7,0.0
103,n_10014,8,0.0
104,n_10014,9,0.0
105,n_10014,10,0.0
106,n_10014,11,0.0
107,n_10014,12,0.0
108,n_10014,13,0.0
109,n_10014,14,0.0
110,n_10014,15,0.0
111,n_10014,16,0.0
112,n_10014,17,0.0
113,n_10014,18,0.0
114,n_10014,19,0.0
115,n_10014,20,0.0
116,n_10014,21,0.0
117,n_10014,22,0.0
118,n_10014,23,0.0
119,n_10014,24,0.0
120,n_10015,1,-9.841016890277388e-13
121,n_10015,2,-1.3251622021925868e-12
122,n_10015,3,-1.2603251775544777e-12
123,n_10015,4,-1.2043699371133698e-12
124,n_10015,5,-8.020251129892131e-13
125,n_10015,6,-1.311839525897085e-12
126,n_10015,7,-1.1928236176572682e-12
127,n_10015,8,0.0
128,n_10015,9,0.0
129,n_10015,10,0.0
130,n_10015,11,0.0
131,n_10015,12,0.0
132,n_10015,13,0.0
133,n_10015,14,0.0
134,n_10015,15,0.0
135,n_10015,16,0.0
136,n_10015,17,0.0
137,n_10015,18,0.0
138,n_10015,19,0.0
139,n_10015,20,-7.389644451905042e-13
140,n_10015,21,-6.412648190234904e-13
141,n_10015,22,-1.0587086762825493e-12
142,n_10015,23,-8.251177519014163e-13
143,n_10015,24,-1.0187406473960436e-12
144,n_10016,1,0.0
145,n_10016,2,0.0
146,n_10016,3,0.0
147,n_10016,4,0.0
148,n_10016,5,0.0
149,n_10016,6,0.0
150,n_10016,7,0.0
151,n_10016,8,0.0
152,n_10016,9,0.0
153,n_10016,10,0.0
154,n_10016,11,0.0
155,n_10016,12,0.0
156,n_10016,13,0.0
157,n_10016,14,0.0
158,n_10016,15,0.0
159,n_10016,16,0.0
160,n_10016,17,0.0
161,n_10016,18,0.0
162,n_10016,19,0.0
163,n_10016,20,0.0
164,n_10016,21,0.0
165,n_10016,22,0.0
166,n_10016,23,0.0
167,n_10016,24,0.0
168,n_10017,1,0.0
169,n_10017,2,0.0
170,n_10017,3,0.0
171,n_10017,4,0.0
172,n_10017,5,0.0
173,n_10017,6,0.0
174,n_10017,7,0.0
175,n_10017,8,0.0
176,n_10017,9,0.0
177,n_10017,10,0.0
178,n_10017,11,0.0
179,n_10017,12,0.0
180,n_10017,13,0.0
181,n_10017,14,0.0
182,n_10017,15,0.0
183,n_10017,16,0.0
184,n_10017,17,0.0
185,n_10017,18,0.0
186,n_10017,19,0.0
187,n_10017,20,0.0
188,n_10017,21,0.0
189,n_10017,22,0.0
190,n_10017,23,0.0
191,n_10017,24,0.0
192,n_10018,1,-9.094947017729282e-13
193,n_10018,2,-9.094947017729282e-13
194,n_10018,3,-9.094947017729282e-13
195,n_10018,4,-9.094947017729282e-13
196,n_10018,5,-9.094947017729282e-13
197,n_10018,6,0.0
198,n_10018,7,0.0
199,n_10018,8,0.0
200,n_10018,9,0.0
201,n_10018,10,-9.094947017729282e-13
202,n_10018,11,0.0
203,n_10018,12,0.0
204,n_10018,13,0.0
205,n_10018,14,-9.094947017729282e-13
206,n_10018,15,-9.094947017729282e-13
207,n_10018,16,0.0
208,n_10018,17,-9.094947017729282e-13
209,n_10018,18,-9.094947017729282e-13
210,n_10018,19,-9.094947017729282e-13
211,n_10018,20,-9.094947017729282e-13
212,n_10018,21,-9.094947017729282e-13
213,n_10018,22,-9.094947017729282e-13
214,n_10018,23,-9.094947017729282e-13
215,n_10018,24,-9.094947017729282e-13
216,n_10019,1,-9.094947017729282e-13
217,n_10019,2,-9.094947017729282e-13
218,n_10019,3,-9.094947017729282e-13
219,n_10019,4,-9.094947017729282e-13
220,n_10019,5,-9.094947017729282e-13
221,n_10019,6,-1.8189894035458565e-12
222,n_10019,7,-1.8189894035458565e-12
223,n_10019,8,-1.8189894035458565e-12
