,Constraint,Bus,Time,Value
0,Node_Constraint,n_10002,1,24.967307266100867
1,Node_Constraint,n_10002,2,24.580424694064455
2,Node_Constraint,n_10002,3,24.38777381199119
3,Node_Constraint,n_10002,4,23.65920466001939
4,Node_Constraint,n_10002,5,23.659204660003912
5,Node_Constraint,n_10002,6,23.659204660003127
6,Node_Constraint,n_10002,7,23.659204660003912
7,Node_Constraint,n_10002,8,24.023489236000174
8,Node_Constraint,n_10002,9,24.023489235999698
9,Node_Constraint,n_10002,10,24.14773195999869
10,Node_Constraint,n_10002,11,25.400000000000773
11,Node_Constraint,n_10002,12,25.201170779999632
12,Node_Constraint,n_10002,13,24.77386598000136
13,Node_Constraint,n_10002,14,24.773865980000892
14,Node_Constraint,n_10002,15,25.201170779999444
15,Node_Constraint,n_10002,16,25.39999999999697
16,Node_Constraint,n_10002,17,25.39999999999697
17,Node_Constraint,n_10002,18,25.39999999999697
18,Node_Constraint,n_10002,19,25.963061760000368
19,Node_Constraint,n_10002,20,27.247809760000106
20,Node_Constraint,n_10002,21,26.764451637501047
21,Node_Constraint,n_10002,22,26.76445163749977
22,Node_Constraint,n_10002,23,25.503514959998736
23,Node_Constraint,n_10002,24,25.400000000000745
24,Node_Constraint,n_10009,1,24.967307266101045
25,Node_Constraint,n_10009,2,24.580424694083888
26,Node_Constraint,n_10009,3,24.387773811990996
27,Node_Constraint,n_10009,4,23.659204660013984
28,Node_Constraint,n_10009,5,23.659204660003724
29,Node_Constraint,n_10009,6,23.659204660003013
30,Node_Constraint,n_10009,7,23.659204660003724
31,Node_Constraint,n_10009,8,24.02348923600016
32,Node_Constraint,n_10009,9,24.02348923599962
33,Node_Constraint,n_10009,10,24.147731959998367
34,Node_Constraint,n_10009,11,25.400000000001686
35,Node_Constraint,n_10009,12,25.20117077999953
36,Node_Constraint,n_10009,13,24.773865980001233
37,Node_Constraint,n_10009,14,24.77386598000072
38,Node_Constraint,n_10009,15,25.201170779999302
39,Node_Constraint,n_10009,16,25.399999999996908
40,Node_Constraint,n_10009,17,25.399999999996908
41,Node_Constraint,n_10009,18,25.399999999996908
42,Node_Constraint,n_10009,19,25.963061760000357
43,Node_Constraint,n_10009,20,27.24780975999977
44,Node_Constraint,n_10009,21,26.764451637500883
45,Node_Constraint,n_10009,22,26.764451637499803
46,Node_Constraint,n_10009,23,25.503514959998256
47,Node_Constraint,n_10009,24,25.400000000001253
48,Node_Constraint,n_10012,1,24.967307266101294
49,Node_Constraint,n_10012,2,24.580424694068203
50,Node_Constraint,n_10012,3,24.38777381199085
51,Node_Constraint,n_10012,4,23.659204660013636
52,Node_Constraint,n_10012,5,23.659204660003887
53,Node_Constraint,n_10012,6,23.65920466000314
54,Node_Constraint,n_10012,7,23.659204660003887
55,Node_Constraint,n_10012,8,24.023489236000227
56,Node_Constraint,n_10012,9,24.023489235999758
57,Node_Constraint,n_10012,10,24.147731959998254
58,Node_Constraint,n_10012,11,25.400000000000958
59,Node_Constraint,n_10012,12,25.201170779999607
60,Node_Constraint,n_10012,13,24.7738659800013
61,Node_Constraint,n_10012,14,24.77386598000087
62,Node_Constraint,n_10012,15,25.201170779999376
63,Node_Constraint,n_10012,16,25.399999999997004
64,Node_Constraint,n_10012,17,25.399999999997004
65,Node_Constraint,n_10012,18,25.399999999997004
66,Node_Constraint,n_10012,19,25.963061760000407
67,Node_Constraint,n_10012,20,27.24780975999996
68,Node_Constraint,n_10012,21,26.764451637501057
69,Node_Constraint,n_10012,22,26.764451637499867
70,Node_Constraint,n_10012,23,25.503514959998174
71,Node_Constraint,n_10012,24,25.40000000000086
72,Node_Constraint,n_10013,1,24.967307266101287
73,Node_Constraint,n_10013,2,24.580424694067283
74,Node_Constraint,n_10013,3,24.387773811990883
75,Node_Constraint,n_10013,4,23.659204660013597
76,Node_Constraint,n_10013,5,23.65920466000386
77,Node_Constraint,n_10013,6,23.659204660003116
78,Node_Constraint,n_10013,7,23.65920466000386
79,Node_Constraint,n_10013,8,24.023489236000216
80,Node_Constraint,n_10013,9,24.02348923599975
81,Node_Constraint,n_10013,10,24.147731959998282
82,Node_Constraint,n_10013,11,25.400000000000986
83,Node_Constraint,n_10013,12,25.2011707799996
84,Node_Constraint,n_10013,13,24.77386598000128
85,Node_Constraint,n_10013,14,24.773865980000853
86,Node_Constraint,n_10013,15,25.20117077999937
87,Node_Constraint,n_10013,16,25.39999999999697
88,Node_Constraint,n_10013,17,25.39999999999697
89,Node_Constraint,n_10013,18,25.39999999999697
90,Node_Constraint,n_10013,19,25.963061760000386
91,Node_Constraint,n_10013,20,27.247809759999956
92,Node_Constraint,n_10013,21,26.764451637501033
93,Node_Constraint,n_10013,22,26.76445163749986
94,Node_Constraint,n_10013,23,25.503514959998206
95,Node_Constraint,n_10013,24,25.40000000000088
96,Node_Constraint,n_10014,1,24.967307266100242
97,Node_Constraint,n_10014,2,24.58042469391015
98,Node_Constraint,n_10014,3,24.387773811992197
99,Node_Constraint,n_10014,4,23.659204660007976
100,Node_Constraint,n_10014,5,23.65920466000232
101,Node_Constraint,n_10014,6,23.659204660001876
102,Node_Constraint,n_10014,7,23.65920466000232
103,Node_Constraint,n_10014,8,24.023489236000014
104,Node_Constraint,n_10014,9,24.023489235999982
105,Node_Constraint,n_10014,10,24.14773195999921
106,Node_Constraint,n_10014,11,25.400000000000283
107,Node_Constraint,n_10014,12,25.201170779999746
108,Node_Constraint,n_10014,13,24.773865980000096
109,Node_Constraint,n_10014,14,24.77386598000006
110,Node_Constraint,n_10014,15,25.201170779999742
111,Node_Constraint,n_10014,16,25.400000000029763
112,Node_Constraint,n_10014,17,25.40000000001323
113,Node_Constraint,n_10014,18,25.400000000029763
114,Node_Constraint,n_10014,19,25.96306175999964
115,Node_Constraint,n_10014,20,27.24780976000073
116,Node_Constraint,n_10014,21,26.76445163749985
117,Node_Constraint,n_10014,22,26.76445163750004
118,Node_Constraint,n_10014,23,25.503514959999126
119,Node_Constraint,n_10014,24,25.400000000000283
120,Node_Constraint,n_10015,1,24.96730726610106
121,Node_Constraint,n_10015,2,24.580424694081284
122,Node_Constraint,n_10015,3,24.38777381199101
123,Node_Constraint,n_10015,4,23.659204660013906
124,Node_Constraint,n_10015,5,23.659204660003716
125,Node_Constraint,n_10015,6,23.659204660003006
126,Node_Constraint,n_10015,7,23.659204660003716
127,Node_Constraint,n_10015,8,24.02348923600016
128,Node_Constraint,n_10015,9,24.023489235999627
129,Node_Constraint,n_10015,10,24.147731959998357
130,Node_Constraint,n_10015,11,25.40000000000165
131,Node_Constraint,n_10015,12,25.201170779999533
132,Node_Constraint,n_10015,13,24.773865980001222
133,Node_Constraint,n_10015,14,24.773865980000718
134,Node_Constraint,n_10015,15,25.201170779999302
135,Node_Constraint,n_10015,16,25.399999999996897
136,Node_Constraint,n_10015,17,25.399999999996897
137,Node_Constraint,n_10015,18,25.399999999996897
138,Node_Constraint,n_10015,19,25.963061760000343
139,Node_Constraint,n_10015,20,27.247809759999782
140,Node_Constraint,n_10015,21,26.764451637500876
141,Node_Constraint,n_10015,22,26.764451637499807
142,Node_Constraint,n_10015,23,25.503514959998228
143,Node_Constraint,n_10015,24,25.400000000001235
144,Node_Constraint,n_10016,1,24.967307266101276
145,Node_Constraint,n_10016,2,24.580424694043202
146,Node_Constraint,n_10016,3,24.38777381199116
147,Node_Constraint,n_10016,4,23.659204660012783
148,Node_Constraint,n_10016,5,23.65920466000364
149,Node_Constraint,n_10016,6,23.65920466000295
150,Node_Constraint,n_10016,7,23.65920466000364
151,Node_Constraint,n_10016,8,24.02348923600017
152,Node_Constraint,n_10016,9,24.02348923599975
153,Node_Constraint,n_10016,10,24.147731959998058
154,Node_Constraint,n_10016,11,25.40000000000102
155,Node_Constraint,n_10016,12,25.201170779999554
156,Node_Constraint,n_10016,13,24.773865980001116
157,Node_Constraint,n_10016,14,24.773865980000718
158,Node_Constraint,n_10016,15,25.201170779999334
159,Node_Constraint,n_10016,16,25.399999999996737
160,Node_Constraint,n_10016,17,25.399999999996737
161,Node_Constraint,n_10016,18,25.399999999996737
162,Node_Constraint,n_10016,19,25.963061760000162
163,Node_Constraint,n_10016,20,27.24780975999999
164,Node_Constraint,n_10016,21,26.764451637500827
165,Node_Constraint,n_10016,22,26.764451637499857
166,Node_Constraint,n_10016,23,25.50351495999759
167,Node_Constraint,n_10016,24,25.40000000000093
168,Node_Constraint,n_10017,1,24.967307266097624
169,Node_Constraint,n_10017,2,24.580424693760563
170,Node_Constraint,n_10017,3,24.387773811991863
171,Node_Constraint,n_10017,4,23.659204660002295
172,Node_Constraint,n_10017,5,23.659204660000675
173,Node_Constraint,n_10017,6,23.659204660000547
174,Node_Constraint,n_10017,7,23.659204660000675
175,Node_Constraint,n_10017,8,24.023489235999836
176,Node_Constraint,n_10017,9,24.02348923600023
177,Node_Constraint,n_10017,10,24.14773195999754
178,Node_Constraint,n_10017,11,25.400000000003065
179,Node_Constraint,n_10017,12,25.20117077999899
180,Node_Constraint,n_10017,13,24.773865979998803
181,Node_Constraint,n_10017,14,24.773865979999275
182,Node_Constraint,n_10017,15,25.201170779997007
183,Node_Constraint,n_10017,16,25.40000000001974
184,Node_Constraint,n_10017,17,25.4000000000202
185,Node_Constraint,n_10017,18,25.40000000001974
186,Node_Constraint,n_10017,19,25.96306176000002
187,Node_Constraint,n_10017,20,27.24780976000139
188,Node_Constraint,n_10017,21,26.764451637498475
189,Node_Constraint,n_10017,22,26.76445163750024
190,Node_Constraint,n_10017,23,25.503514959996558
191,Node_Constraint,n_10017,24,25.40000000000308
192,Node_Constraint,n_10018,1,24.967307266100242
193,Node_Constraint,n_10018,2,24.58042469391015
194,Node_Constraint,n_10018,3,24.387773811992197
195,Node_Constraint,n_10018,4,23.659204660007976
196,Node_Constraint,n_10018,5,23.65920466000232
197,Node_Constraint,n_10018,6,23.659204660001876
198,Node_Constraint,n_10018,7,23.65920466000232
199,Node_Constraint,n_10018,8,24.023489236000014
200,Node_Constraint,n_10018,9,24.023489235999982
201,Node_Constraint,n_10018,10,24.14773195999921
202,Node_Constraint,n_10018,11,25.400000000000283
203,Node_Constraint,n_10018,12,25.201170779999746
204,Node_Constraint,n_10018,13,24.773865980000096
205,Node_Constraint,n_10018,14,24.77386598000006
206,Node_Constraint,n_10018,15,25.201170779999742
207,Node_Constraint,n_10018,16,25.400000000029763
208,Node_Constraint,n_10018,17,25.40000000001323
209,Node_Constraint,n_10018,18,25.400000000029763
210,Node_Constraint,n_10018,19,25.96306175999964
211,Node_Constraint,n_10018,20,27.24780976000073
212,Node_Constraint,n_10018,21,26.76445163749985
213,Node_Constraint,n_10018,22,26.76445163750004
214,Node_Constraint,n_10018,23,25.503514959999126
